name,description,price,category,stock
"Mouse Premium","Producto de alta calidad para uso profesional",1629.62,Redes,150
"Laptop Lite","Producto de alta calidad para uso profesional",858.69,Audio,363
"Mouse Smart","Producto de alta calidad para uso profesional",167.39,Almacenamiento,357
"Laptop Gaming","Producto de alta calidad para uso profesional",535.82,Almacenamiento,175
"Tablet Plus","Producto de alta calidad para uso profesional",466.01,Redes,445
"SSD Premium","Producto de alta calidad para uso profesional",838.76,Redes,210
"Monitor Ultra","Producto de alta calidad para uso profesional",850.62,Computadoras,289
"Mouse Max","Producto de alta calidad para uso profesional",1354.31,Perifericos,248
"Monitor Pro","Producto de alta calidad para uso profesional",1889.35,Perifericos,470
"Mouse Elite","Producto de alta calidad para uso profesional",1935.21,Audio,466
"Monitor Gaming","Producto de alta calidad para uso profesional",1145.40,Redes,380
"Tablet Lite","Producto de alta calidad para uso profesional",367.73,Computadoras,43
"Webcam Plus","Producto de alta calidad para uso profesional",1044.40,Almacenamiento,200
"Teclado Premium","Producto de alta calidad para uso profesional",1948.30,Perifericos,286
"Teclado Lite","Producto de alta calidad para uso profesional",503.64,Computadoras,273
"Webcam Office","Producto de alta calidad para uso profesional",1331.09,Almacenamiento,87
"Tablet Gaming","Producto de alta calidad para uso profesional",1439.03,Computadoras,312
"SSD Elite","Producto de alta calidad para uso profesional",527.36,Redes,339
"Auriculares Lite","Producto de alta calidad para uso profesional",1126.22,Audio,154
"Webcam Office","Producto de alta calidad para uso profesional",1862.10,Audio,275
"Webcam Max","Producto de alta calidad para uso profesional",595.41,Perifericos,32
"Router Smart","Producto de alta calidad para uso profesional",709.31,Almacenamiento,229
"SSD Premium","Producto de alta calidad para uso profesional",1724.04,Perifericos,218
"Tablet Premium","Producto de alta calidad para uso profesional",174.64,Redes,53
"Router Pro","Producto de alta calidad para uso profesional",1248.68,Almacenamiento,249
"Teclado Office","Producto de alta calidad para uso profesional",545.01,Almacenamiento,336
"Tablet Smart","Producto de alta calidad para uso profesional",579.67,Audio,293
"Tablet Office","Producto de alta calidad para uso profesional",1090.92,Audio,146
"Auriculares Premium","Producto de alta calidad para uso profesional",779.83,Audio,484
"Router Ultra","Producto de alta calidad para uso profesional",417.35,Redes,30
"Impresora Office","Producto de alta calidad para uso profesional",1687.77,Perifericos,309
"Teclado Ultra","Producto de alta calidad para uso profesional",86.85,Almacenamiento,267
"Monitor Gaming","Producto de alta calidad para uso profesional",17.69,Computadoras,155
"Monitor Premium","Producto de alta calidad para uso profesional",1658.13,Redes,230
"Tablet Plus","Producto de alta calidad para uso profesional",1569.85,Almacenamiento,94
"SSD Premium","Producto de alta calidad para uso profesional",1581.42,Redes,368
"SSD Plus","Producto de alta calidad para uso profesional",1979.28,Redes,399
"Monitor Office","Producto de alta calidad para uso profesional",368.31,Almacenamiento,329
"Laptop Max","Producto de alta calidad para uso profesional",948.35,Almacenamiento,160
"SSD Premium","Producto de alta calidad para uso profesional",1846.60,Computadoras,463
"Webcam Plus","Producto de alta calidad para uso profesional",239.40,Computadoras,301
"Laptop Gaming","Producto de alta calidad para uso profesional",1367.16,Audio,314
"Tablet Lite","Producto de alta calidad para uso profesional",1995.61,Computadoras,148
"Router Ultra","Producto de alta calidad para uso profesional",1458.63,Redes,200
"Webcam Plus","Producto de alta calidad para uso profesional",1847.86,Perifericos,260
"Auriculares Pro","Producto de alta calidad para uso profesional",1391.48,Perifericos,194
"Monitor Gaming","Producto de alta calidad para uso profesional",925.77,Audio,429
"Mouse Office","Producto de alta calidad para uso profesional",1675.54,Perifericos,462
"Tablet Premium","Producto de alta calidad para uso profesional",1997.31,Computadoras,196
"SSD Plus","Producto de alta calidad para uso profesional",615.41,Computadoras,315
"Router Pro","Producto de alta calidad para uso profesional",111.50,Computadoras,409
"Mouse Elite","Producto de alta calidad para uso profesional",1408.20,Redes,146
"Router Elite","Producto de alta calidad para uso profesional",605.35,Computadoras,12
"Monitor Max","Producto de alta calidad para uso profesional",1254.91,Redes,411
"Impresora Elite","Producto de alta calidad para uso profesional",1892.91,Computadoras,196
"Webcam Pro","Producto de alta calidad para uso profesional",1784.15,Audio,274
"Webcam Premium","Producto de alta calidad para uso profesional",1742.33,Redes,59
"Auriculares Plus","Producto de alta calidad para uso profesional",1648.42,Redes,300
"Mouse Gaming","Producto de alta calidad para uso profesional",832.90,Audio,67
"Impresora Elite","Producto de alta calidad para uso profesional",1394.15,Redes,414
"Router Smart","Producto de alta calidad para uso profesional",720.09,Almacenamiento,361
"Tablet Pro","Producto de alta calidad para uso profesional",737.05,Computadoras,121
"SSD Elite","Producto de alta calidad para uso profesional",1172.09,Perifericos,465
"Laptop Elite","Producto de alta calidad para uso profesional",791.59,Perifericos,71
"Tablet Plus","Producto de alta calidad para uso profesional",1857.67,Perifericos,170
"SSD Lite","Producto de alta calidad para uso profesional",1253.16,Computadoras,46
"Mouse Gaming","Producto de alta calidad para uso profesional",1896.29,Redes,116
"Monitor Ultra","Producto de alta calidad para uso profesional",333.48,Almacenamiento,303
"Router Pro","Producto de alta calidad para uso profesional",1067.01,Redes,228
"Monitor Office","Producto de alta calidad para uso profesional",1856.05,Almacenamiento,323
"Teclado Plus","Producto de alta calidad para uso profesional",1701.35,Redes,43
"Impresora Office","Producto de alta calidad para uso profesional",360.10,Almacenamiento,198
"Mouse Premium","Producto de alta calidad para uso profesional",1495.72,Perifericos,447
"Router Smart","Producto de alta calidad para uso profesional",917.23,Perifericos,407
"Mouse Premium","Producto de alta calidad para uso profesional",133.53,Perifericos,499
"Webcam Elite","Producto de alta calidad para uso profesional",1487.40,Redes,97
"Auriculares Office","Producto de alta calidad para uso profesional",73.81,Almacenamiento,183
"SSD Gaming","Producto de alta calidad para uso profesional",145.72,Redes,431
"Router Plus","Producto de alta calidad para uso profesional",1828.16,Almacenamiento,453
"Mouse Elite","Producto de alta calidad para uso profesional",1202.22,Audio,324
"SSD Office","Producto de alta calidad para uso profesional",1358.69,Almacenamiento,395
"Auriculares Lite","Producto de alta calidad para uso profesional",225.67,Redes,164
"Impresora Premium","Producto de alta calidad para uso profesional",906.11,Almacenamiento,157
"SSD Office","Producto de alta calidad para uso profesional",956.03,Redes,266
"Mouse Smart","Producto de alta calidad para uso profesional",975.79,Almacenamiento,162
"Webcam Lite","Producto de alta calidad para uso profesional",1224.60,Almacenamiento,483
"Impresora Pro","Producto de alta calidad para uso profesional",1365.14,Audio,75
"SSD Office","Producto de alta calidad para uso profesional",1916.68,Perifericos,202
"Mouse Premium","Producto de alta calidad para uso profesional",1862.19,Almacenamiento,225
"Webcam Ultra","Producto de alta calidad para uso profesional",10.74,Redes,383
"Mouse Pro","Producto de alta calidad para uso profesional",313.05,Almacenamiento,493
"Teclado Lite","Producto de alta calidad para uso profesional",841.38,Computadoras,235
"Impresora Plus","Producto de alta calidad para uso profesional",857.42,Computadoras,157
"Laptop Office","Producto de alta calidad para uso profesional",861.97,Redes,93
"Teclado Pro","Producto de alta calidad para uso profesional",1730.43,Redes,401
"Auriculares Plus","Producto de alta calidad para uso profesional",676.39,Almacenamiento,456
"Monitor Office","Producto de alta calidad para uso profesional",488.52,Computadoras,4
"Impresora Smart","Producto de alta calidad para uso profesional",477.12,Audio,156
"Mouse Lite","Producto de alta calidad para uso profesional",1823.61,Redes,246
"Mouse Office","Producto de alta calidad para uso profesional",1580.40,Computadoras,391
"Laptop Office","Producto de alta calidad para uso profesional",1376.01,Audio,11
"Auriculares Max","Producto de alta calidad para uso profesional",1572.48,Computadoras,153
"Impresora Pro","Producto de alta calidad para uso profesional",382.43,Almacenamiento,166
"Mouse Elite","Producto de alta calidad para uso profesional",289.10,Redes,316
"Webcam Premium","Producto de alta calidad para uso profesional",604.07,Audio,432
"Tablet Max","Producto de alta calidad para uso profesional",1913.05,Computadoras,131
"Teclado Ultra","Producto de alta calidad para uso profesional",133.43,Computadoras,12
"Teclado Smart","Producto de alta calidad para uso profesional",87.99,Almacenamiento,49
"SSD Ultra","Producto de alta calidad para uso profesional",1950.59,Computadoras,352
"Tablet Gaming","Producto de alta calidad para uso profesional",1958.04,Audio,63
"Webcam Elite","Producto de alta calidad para uso profesional",156.30,Audio,34
"SSD Elite","Producto de alta calidad para uso profesional",1729.34,Almacenamiento,34
"Impresora Lite","Producto de alta calidad para uso profesional",732.36,Computadoras,280
"Monitor Premium","Producto de alta calidad para uso profesional",174.78,Perifericos,14
"Router Gaming","Producto de alta calidad para uso profesional",860.18,Almacenamiento,458
"Monitor Plus","Producto de alta calidad para uso profesional",946.71,Computadoras,397
"Webcam Gaming","Producto de alta calidad para uso profesional",376.56,Computadoras,383
"Auriculares Plus","Producto de alta calidad para uso profesional",983.72,Audio,285
"Teclado Office","Producto de alta calidad para uso profesional",877.22,Computadoras,359
"Auriculares Premium","Producto de alta calidad para uso profesional",1587.26,Perifericos,366
"Tablet Smart","Producto de alta calidad para uso profesional",1432.16,Almacenamiento,316
"Router Lite","Producto de alta calidad para uso profesional",1469.72,Almacenamiento,487
"Tablet Gaming","Producto de alta calidad para uso profesional",1912.44,Audio,44
"Impresora Ultra","Producto de alta calidad para uso profesional",618.11,Redes,171
"Monitor Premium","Producto de alta calidad para uso profesional",453.93,Perifericos,431
"Laptop Plus","Producto de alta calidad para uso profesional",171.37,Perifericos,499
"Auriculares Gaming","Producto de alta calidad para uso profesional",822.70,Audio,442
"Auriculares Elite","Producto de alta calidad para uso profesional",1417.72,Perifericos,123
"Teclado Pro","Producto de alta calidad para uso profesional",1757.35,Almacenamiento,200
"Router Elite","Producto de alta calidad para uso profesional",1860.98,Computadoras,499
"Auriculares Office","Producto de alta calidad para uso profesional",172.89,Audio,137
"Monitor Smart","Producto de alta calidad para uso profesional",667.35,Computadoras,98
"Monitor Office","Producto de alta calidad para uso profesional",844.88,Computadoras,21
"Router Plus","Producto de alta calidad para uso profesional",1122.51,Almacenamiento,202
"Router Gaming","Producto de alta calidad para uso profesional",283.76,Perifericos,302
"Mouse Max","Producto de alta calidad para uso profesional",1650.56,Perifericos,149
"Tablet Elite","Producto de alta calidad para uso profesional",1552.84,Computadoras,291
"Auriculares Premium","Producto de alta calidad para uso profesional",793.39,Computadoras,351
"Mouse Office","Producto de alta calidad para uso profesional",74.47,Computadoras,361
"Impresora Max","Producto de alta calidad para uso profesional",1021.10,Almacenamiento,445
"Monitor Gaming","Producto de alta calidad para uso profesional",1563.44,Perifericos,244
"Teclado Max","Producto de alta calidad para uso profesional",259.48,Audio,143
"Auriculares Pro","Producto de alta calidad para uso profesional",1962.57,Perifericos,491
"Impresora Elite","Producto de alta calidad para uso profesional",980.25,Computadoras,332
"SSD Ultra","Producto de alta calidad para uso profesional",468.24,Computadoras,200
"SSD Max","Producto de alta calidad para uso profesional",1028.79,Audio,387
"Tablet Gaming","Producto de alta calidad para uso profesional",1145.56,Almacenamiento,463
"Auriculares Gaming","Producto de alta calidad para uso profesional",395.44,Almacenamiento,496
"Laptop Ultra","Producto de alta calidad para uso profesional",1318.00,Perifericos,42
"Auriculares Smart","Producto de alta calidad para uso profesional",1081.16,Computadoras,308
"Monitor Max","Producto de alta calidad para uso profesional",1451.19,Perifericos,224
"Tablet Lite","Producto de alta calidad para uso profesional",760.75,Perifericos,330
"Teclado Elite","Producto de alta calidad para uso profesional",988.61,Computadoras,239
"Impresora Premium","Producto de alta calidad para uso profesional",1605.72,Computadoras,204
"SSD Gaming","Producto de alta calidad para uso profesional",1797.99,Audio,51
"Monitor Gaming","Producto de alta calidad para uso profesional",1678.57,Computadoras,243
"Router Gaming","Producto de alta calidad para uso profesional",1214.49,Redes,193
"Router Smart","Producto de alta calidad para uso profesional",1047.34,Computadoras,323
"Mouse Smart","Producto de alta calidad para uso profesional",1334.00,Redes,112
"Monitor Elite","Producto de alta calidad para uso profesional",499.04,Almacenamiento,107
"Router Premium","Producto de alta calidad para uso profesional",1388.99,Redes,475
"Teclado Plus","Producto de alta calidad para uso profesional",886.33,Almacenamiento,56
"Router Plus","Producto de alta calidad para uso profesional",1408.78,Perifericos,344
"Auriculares Smart","Producto de alta calidad para uso profesional",650.24,Perifericos,88
"SSD Elite","Producto de alta calidad para uso profesional",975.82,Redes,210
"Impresora Pro","Producto de alta calidad para uso profesional",253.08,Perifericos,496
"Laptop Ultra","Producto de alta calidad para uso profesional",1363.53,Almacenamiento,459
"Auriculares Pro","Producto de alta calidad para uso profesional",887.89,Computadoras,7
"Monitor Lite","Producto de alta calidad para uso profesional",837.02,Almacenamiento,465
"Mouse Elite","Producto de alta calidad para uso profesional",1380.45,Computadoras,294
"SSD Smart","Producto de alta calidad para uso profesional",1154.46,Audio,130
"Teclado Premium","Producto de alta calidad para uso profesional",597.56,Perifericos,364
"Impresora Smart","Producto de alta calidad para uso profesional",200.58,Audio,314
"Router Premium","Producto de alta calidad para uso profesional",1942.14,Redes,122
"Laptop Plus","Producto de alta calidad para uso profesional",1237.23,Almacenamiento,313
"SSD Pro","Producto de alta calidad para uso profesional",1466.46,Perifericos,233
"Webcam Office","Producto de alta calidad para uso profesional",1555.32,Audio,214
"Teclado Lite","Producto de alta calidad para uso profesional",574.89,Almacenamiento,213
"Laptop Max","Producto de alta calidad para uso profesional",573.96,Perifericos,217
"Webcam Smart","Producto de alta calidad para uso profesional",364.26,Perifericos,386
"Impresora Gaming","Producto de alta calidad para uso profesional",1761.48,Redes,188
"Monitor Smart","Producto de alta calidad para uso profesional",1275.70,Audio,5
"Webcam Elite","Producto de alta calidad para uso profesional",1259.90,Computadoras,285
"Auriculares Smart","Producto de alta calidad para uso profesional",394.37,Almacenamiento,333
"Auriculares Plus","Producto de alta calidad para uso profesional",1413.02,Almacenamiento,400
"Router Ultra","Producto de alta calidad para uso profesional",252.75,Almacenamiento,356
"SSD Office","Producto de alta calidad para uso profesional",1263.76,Redes,351
"SSD Elite","Producto de alta calidad para uso profesional",1377.93,Almacenamiento,454
"Webcam Plus","Producto de alta calidad para uso profesional",1011.61,Perifericos,192
"Router Pro","Producto de alta calidad para uso profesional",1060.60,Almacenamiento,216
"Teclado Gaming","Producto de alta calidad para uso profesional",604.36,Audio,358
"Monitor Plus","Producto de alta calidad para uso profesional",342.60,Perifericos,202
"Mouse Max","Producto de alta calidad para uso profesional",663.06,Redes,325
"Monitor Gaming","Producto de alta calidad para uso profesional",1615.75,Perifericos,259
"SSD Office","Producto de alta calidad para uso profesional",1746.44,Redes,148
"Webcam Plus","Producto de alta calidad para uso profesional",97.31,Computadoras,382
"Auriculares Smart","Producto de alta calidad para uso profesional",683.89,Almacenamiento,461
"Router Elite","Producto de alta calidad para uso profesional",108.31,Audio,207
"Mouse Smart","Producto de alta calidad para uso profesional",1340.02,Almacenamiento,337
"Webcam Gaming","Producto de alta calidad para uso profesional",1122.09,Computadoras,480
"Teclado Max","Producto de alta calidad para uso profesional",1269.65,Audio,489
"Router Smart","Producto de alta calidad para uso profesional",1779.68,Computadoras,154
"Router Premium","Producto de alta calidad para uso profesional",1881.20,Perifericos,145
"SSD Plus","Producto de alta calidad para uso profesional",479.25,Audio,443
"Webcam Office","Producto de alta calidad para uso profesional",326.90,Redes,391
"Webcam Office","Producto de alta calidad para uso profesional",1883.68,Redes,94
"Router Smart","Producto de alta calidad para uso profesional",1026.90,Almacenamiento,400
"Teclado Smart","Producto de alta calidad para uso profesional",1958.31,Audio,434
"Webcam Ultra","Producto de alta calidad para uso profesional",1647.50,Audio,279
"SSD Ultra","Producto de alta calidad para uso profesional",1740.60,Redes,232
"Router Gaming","Producto de alta calidad para uso profesional",1852.59,Perifericos,183
"Teclado Office","Producto de alta calidad para uso profesional",1962.34,Redes,348
"Auriculares Elite","Producto de alta calidad para uso profesional",1157.43,Audio,341
"Webcam Premium","Producto de alta calidad para uso profesional",59.92,Almacenamiento,119
"Impresora Ultra","Producto de alta calidad para uso profesional",949.96,Almacenamiento,391
"Auriculares Office","Producto de alta calidad para uso profesional",997.63,Computadoras,176
"SSD Pro","Producto de alta calidad para uso profesional",82.22,Computadoras,388
"SSD Ultra","Producto de alta calidad para uso profesional",587.02,Computadoras,201
"SSD Premium","Producto de alta calidad para uso profesional",1170.98,Audio,135
"SSD Max","Producto de alta calidad para uso profesional",551.88,Redes,309
"Laptop Gaming","Producto de alta calidad para uso profesional",47.83,Perifericos,267
"Router Smart","Producto de alta calidad para uso profesional",1573.75,Computadoras,479
"Webcam Ultra","Producto de alta calidad para uso profesional",1846.00,Computadoras,21
"Teclado Pro","Producto de alta calidad para uso profesional",28.83,Computadoras,41
"Webcam Lite","Producto de alta calidad para uso profesional",698.56,Redes,102
"Mouse Max","Producto de alta calidad para uso profesional",980.83,Almacenamiento,463
"Tablet Premium","Producto de alta calidad para uso profesional",1625.95,Computadoras,417
"Mouse Ultra","Producto de alta calidad para uso profesional",1288.13,Computadoras,372
"Laptop Premium","Producto de alta calidad para uso profesional",593.75,Audio,51
"Impresora Premium","Producto de alta calidad para uso profesional",1012.08,Audio,357
"Tablet Pro","Producto de alta calidad para uso profesional",1263.22,Almacenamiento,343
"Teclado Lite","Producto de alta calidad para uso profesional",1010.55,Computadoras,424
"Laptop Plus","Producto de alta calidad para uso profesional",420.79,Audio,100
"Monitor Premium","Producto de alta calidad para uso profesional",1677.10,Computadoras,444
"Auriculares Elite","Producto de alta calidad para uso profesional",721.25,Redes,452
"Teclado Max","Producto de alta calidad para uso profesional",1077.50,Redes,114
"Router Max","Producto de alta calidad para uso profesional",55.09,Almacenamiento,423
"Impresora Elite","Producto de alta calidad para uso profesional",1749.30,Redes,380
"SSD Ultra","Producto de alta calidad para uso profesional",1220.56,Computadoras,15
"Webcam Max","Producto de alta calidad para uso profesional",1393.01,Computadoras,382
"SSD Plus","Producto de alta calidad para uso profesional",1536.91,Audio,343
"Impresora Lite","Producto de alta calidad para uso profesional",1110.42,Computadoras,189
"Laptop Premium","Producto de alta calidad para uso profesional",427.39,Perifericos,258
"Tablet Office","Producto de alta calidad para uso profesional",863.79,Perifericos,470
"Auriculares Pro","Producto de alta calidad para uso profesional",1010.81,Audio,380
"Impresora Plus","Producto de alta calidad para uso profesional",651.57,Redes,411
"Laptop Premium","Producto de alta calidad para uso profesional",1502.03,Almacenamiento,121
"Auriculares Pro","Producto de alta calidad para uso profesional",1689.81,Audio,294
"Teclado Elite","Producto de alta calidad para uso profesional",1446.10,Almacenamiento,410
"Monitor Premium","Producto de alta calidad para uso profesional",753.05,Almacenamiento,451
"Teclado Lite","Producto de alta calidad para uso profesional",865.62,Redes,181
"Auriculares Elite","Producto de alta calidad para uso profesional",1143.87,Perifericos,219
"Teclado Elite","Producto de alta calidad para uso profesional",1545.63,Almacenamiento,307
"Monitor Elite","Producto de alta calidad para uso profesional",921.99,Computadoras,64
"Tablet Max","Producto de alta calidad para uso profesional",188.03,Redes,29
"Impresora Elite","Producto de alta calidad para uso profesional",1443.14,Almacenamiento,259
"Teclado Ultra","Producto de alta calidad para uso profesional",1215.95,Redes,333
"Webcam Elite","Producto de alta calidad para uso profesional",1427.56,Computadoras,333
"Mouse Pro","Producto de alta calidad para uso profesional",774.28,Almacenamiento,158
"Laptop Gaming","Producto de alta calidad para uso profesional",1000.14,Audio,454
"Tablet Max","Producto de alta calidad para uso profesional",1863.95,Audio,280
"Laptop Gaming","Producto de alta calidad para uso profesional",748.19,Redes,372
"Auriculares Ultra","Producto de alta calidad para uso profesional",1633.95,Perifericos,225
"Tablet Gaming","Producto de alta calidad para uso profesional",23.22,Redes,500
"Mouse Ultra","Producto de alta calidad para uso profesional",1443.93,Almacenamiento,214
"SSD Ultra","Producto de alta calidad para uso profesional",184.10,Audio,339
"SSD Pro","Producto de alta calidad para uso profesional",1236.25,Perifericos,71
"Router Office","Producto de alta calidad para uso profesional",1419.02,Audio,405
"SSD Max","Producto de alta calidad para uso profesional",54.24,Audio,101
"Monitor Ultra","Producto de alta calidad para uso profesional",1431.27,Audio,195
"Teclado Premium","Producto de alta calidad para uso profesional",763.03,Audio,375
"Teclado Plus","Producto de alta calidad para uso profesional",1290.29,Computadoras,98
"Monitor Ultra","Producto de alta calidad para uso profesional",184.72,Audio,114
"Monitor Max","Producto de alta calidad para uso profesional",1820.04,Perifericos,200
"Tablet Lite","Producto de alta calidad para uso profesional",1683.68,Audio,178
"Teclado Elite","Producto de alta calidad para uso profesional",232.89,Computadoras,411
"SSD Elite","Producto de alta calidad para uso profesional",1964.20,Perifericos,310
"Teclado Plus","Producto de alta calidad para uso profesional",1562.42,Redes,313
"Laptop Lite","Producto de alta calidad para uso profesional",598.74,Perifericos,292
"Auriculares Ultra","Producto de alta calidad para uso profesional",1744.98,Redes,208
"SSD Max","Producto de alta calidad para uso profesional",242.77,Audio,147
"Impresora Max","Producto de alta calidad para uso profesional",1907.20,Almacenamiento,159
"Webcam Gaming","Producto de alta calidad para uso profesional",1573.44,Computadoras,171
"Router Office","Producto de alta calidad para uso profesional",349.71,Audio,86
"Laptop Gaming","Producto de alta calidad para uso profesional",994.79,Almacenamiento,223
"Tablet Elite","Producto de alta calidad para uso profesional",31.39,Almacenamiento,342
"Tablet Elite","Producto de alta calidad para uso profesional",1058.72,Perifericos,97
"Impresora Office","Producto de alta calidad para uso profesional",1990.32,Perifericos,189
"Tablet Pro","Producto de alta calidad para uso profesional",1786.71,Almacenamiento,122
"Teclado Gaming","Producto de alta calidad para uso profesional",179.28,Audio,285
"Tablet Max","Producto de alta calidad para uso profesional",1724.63,Almacenamiento,40
"Monitor Lite","Producto de alta calidad para uso profesional",1692.68,Redes,331
"Tablet Pro","Producto de alta calidad para uso profesional",1528.69,Perifericos,403
"Teclado Gaming","Producto de alta calidad para uso profesional",1298.02,Redes,228
"Laptop Plus","Producto de alta calidad para uso profesional",1010.48,Perifericos,117
"Mouse Lite","Producto de alta calidad para uso profesional",236.35,Redes,272
"Impresora Plus","Producto de alta calidad para uso profesional",520.00,Almacenamiento,58
"Laptop Pro","Producto de alta calidad para uso profesional",149.78,Redes,88
"SSD Lite","Producto de alta calidad para uso profesional",1796.72,Audio,415
"Laptop Gaming","Producto de alta calidad para uso profesional",1499.28,Audio,39
"Tablet Plus","Producto de alta calidad para uso profesional",1006.07,Redes,230
"Mouse Elite","Producto de alta calidad para uso profesional",935.91,Audio,108
"Router Lite","Producto de alta calidad para uso profesional",365.95,Audio,459
"Monitor Max","Producto de alta calidad para uso profesional",705.43,Computadoras,238
"Auriculares Office","Producto de alta calidad para uso profesional",199.52,Redes,330
"Teclado Pro","Producto de alta calidad para uso profesional",1078.07,Perifericos,236
"Webcam Smart","Producto de alta calidad para uso profesional",834.33,Computadoras,206
"Webcam Smart","Producto de alta calidad para uso profesional",266.93,Perifericos,172
"Webcam Elite","Producto de alta calidad para uso profesional",1378.25,Computadoras,119
"Auriculares Smart","Producto de alta calidad para uso profesional",1594.68,Almacenamiento,88
"Router Elite","Producto de alta calidad para uso profesional",1430.01,Computadoras,336
"Webcam Smart","Producto de alta calidad para uso profesional",644.37,Almacenamiento,330
"Router Pro","Producto de alta calidad para uso profesional",1031.34,Perifericos,71
"Router Elite","Producto de alta calidad para uso profesional",838.75,Computadoras,257
"Impresora Lite","Producto de alta calidad para uso profesional",342.52,Audio,249
"SSD Pro","Producto de alta calidad para uso profesional",1179.76,Audio,196
"Monitor Plus","Producto de alta calidad para uso profesional",1767.33,Computadoras,437
"Laptop Gaming","Producto de alta calidad para uso profesional",574.65,Perifericos,229
"Auriculares Gaming","Producto de alta calidad para uso profesional",1255.20,Perifericos,138
"Router Smart","Producto de alta calidad para uso profesional",1736.33,Redes,350
"Teclado Max","Producto de alta calidad para uso profesional",1590.46,Audio,350
"Tablet Smart","Producto de alta calidad para uso profesional",887.11,Redes,250
"Tablet Ultra","Producto de alta calidad para uso profesional",1893.45,Computadoras,83
"Teclado Gaming","Producto de alta calidad para uso profesional",1298.54,Computadoras,156
"Mouse Plus","Producto de alta calidad para uso profesional",277.10,Computadoras,145
"Tablet Premium","Producto de alta calidad para uso profesional",155.57,Redes,482
"Laptop Office","Producto de alta calidad para uso profesional",1082.61,Audio,285
"Router Plus","Producto de alta calidad para uso profesional",663.69,Redes,424
"Impresora Lite","Producto de alta calidad para uso profesional",668.80,Computadoras,161
"Impresora Plus","Producto de alta calidad para uso profesional",1030.74,Almacenamiento,295
"Mouse Pro","Producto de alta calidad para uso profesional",1713.31,Audio,156
"SSD Max","Producto de alta calidad para uso profesional",1153.42,Audio,320
"Laptop Plus","Producto de alta calidad para uso profesional",1558.47,Computadoras,285
"Router Max","Producto de alta calidad para uso profesional",778.11,Perifericos,90
"Auriculares Smart","Producto de alta calidad para uso profesional",1736.27,Computadoras,424
"Auriculares Max","Producto de alta calidad para uso profesional",1629.92,Redes,69
"Laptop Pro","Producto de alta calidad para uso profesional",1873.08,Audio,98
"SSD Max","Producto de alta calidad para uso profesional",75.15,Perifericos,410
"Mouse Elite","Producto de alta calidad para uso profesional",1115.43,Perifericos,163
"Impresora Max","Producto de alta calidad para uso profesional",176.45,Almacenamiento,497
"Tablet Ultra","Producto de alta calidad para uso profesional",1359.75,Audio,70
"Auriculares Elite","Producto de alta calidad para uso profesional",1354.85,Computadoras,201
"Mouse Smart","Producto de alta calidad para uso profesional",105.95,Perifericos,184
"Monitor Plus","Producto de alta calidad para uso profesional",616.44,Perifericos,291
"Laptop Lite","Producto de alta calidad para uso profesional",412.03,Almacenamiento,65
"Auriculares Office","Producto de alta calidad para uso profesional",998.46,Perifericos,213
"Webcam Premium","Producto de alta calidad para uso profesional",403.32,Computadoras,316
"SSD Lite","Producto de alta calidad para uso profesional",1628.56,Perifericos,313
"Webcam Pro","Producto de alta calidad para uso profesional",1379.85,Almacenamiento,414
"Teclado Plus","Producto de alta calidad para uso profesional",1634.35,Computadoras,371
"Monitor Max","Producto de alta calidad para uso profesional",360.74,Audio,99
"Laptop Elite","Producto de alta calidad para uso profesional",1097.68,Perifericos,23
"Teclado Lite","Producto de alta calidad para uso profesional",1659.51,Audio,101
"Webcam Office","Producto de alta calidad para uso profesional",1897.92,Computadoras,149
"Impresora Lite","Producto de alta calidad para uso profesional",84.79,Perifericos,446
"SSD Ultra","Producto de alta calidad para uso profesional",1422.98,Redes,416
"Monitor Smart","Producto de alta calidad para uso profesional",779.99,Audio,45
"Tablet Office","Producto de alta calidad para uso profesional",50.16,Redes,86
"SSD Office","Producto de alta calidad para uso profesional",303.32,Audio,149
"Impresora Max","Producto de alta calidad para uso profesional",45.25,Computadoras,91
"Webcam Gaming","Producto de alta calidad para uso profesional",187.96,Audio,327
"Laptop Ultra","Producto de alta calidad para uso profesional",218.41,Audio,447
"Mouse Ultra","Producto de alta calidad para uso profesional",1895.68,Perifericos,117
"Laptop Elite","Producto de alta calidad para uso profesional",1414.69,Audio,114
"Laptop Pro","Producto de alta calidad para uso profesional",756.74,Almacenamiento,51
"Tablet Ultra","Producto de alta calidad para uso profesional",883.32,Redes,391
"Webcam Premium","Producto de alta calidad para uso profesional",1332.24,Audio,202
"Auriculares Smart","Producto de alta calidad para uso profesional",959.51,Perifericos,268
"Router Premium","Producto de alta calidad para uso profesional",1693.77,Audio,92
"Tablet Smart","Producto de alta calidad para uso profesional",460.71,Almacenamiento,226
"Teclado Office","Producto de alta calidad para uso profesional",639.47,Almacenamiento,493
"Tablet Smart","Producto de alta calidad para uso profesional",663.05,Audio,353
"Monitor Pro","Producto de alta calidad para uso profesional",1367.09,Almacenamiento,296
"Webcam Plus","Producto de alta calidad para uso profesional",1285.09,Almacenamiento,116
"Teclado Plus","Producto de alta calidad para uso profesional",1427.17,Redes,417
"Router Pro","Producto de alta calidad para uso profesional",1714.30,Redes,260
"SSD Elite","Producto de alta calidad para uso profesional",1583.97,Redes,218
"Router Plus","Producto de alta calidad para uso profesional",144.63,Redes,98
